Year,District,Code,Location,Robbery,Street_robbery,Injury,Agg_assault,Threat,Theft,Car,From_car,Bike,Burglary,Fire,Arson,Damage,Graffiti,Drugs,Local,Latitude,Longitude
2018,Lichtenberg,110411,Friedrichsfelde Süd,14,9,161,29,66,808,46,141,140,22,9,5,200,43,17,389,52.5111232,13.53410889
2018,Lichtenberg,110512,Rummelsburger Bucht,2,2,29,10,16,295,14,34,99,12,2,2,41,17,14,87,52.493555,13.4809321
2018,Lichtenberg,110513,Karlshorst,6,4,98,25,53,738,44,77,214,66,16,5,146,27,18,273,52.4843399,13.5235848
2018,Lichtenberg,119900,"Bezirk (Lb), nicht zuzuordnen",4,3,42,11,16,322,14,74,75,1,9,0,62,12,12,92,52.5594816,13.51811848
2018,Reinickendorf,123021,MV 1 - Märkisches Viertel,44,22,464,101,184,1135,76,257,69,34,30,8,269,15,95,918,52.5993123,13.3565324
2019,Mitte,10111,Tiergarten Süd,60,35,365,92,128,2271,15,198,296,55,13,6,347,77,231,980,52.52549055,13.35228896
2019,Mitte,10112,Regierungsviertel,42,20,554,136,152,3692,13,172,352,22,19,4,497,162,170,1057,52.5194841,13.3764685
2019,Mitte,10113,Alexanderplatz,173,102,1966,500,420,11233,63,587,940,137,43,12,1307,381,1133,3813,52.5219814,13.41363572
2019,Mitte,10221,Moabit West,66,29,685,210,202,2107,47,322,326,93,28,15,641,91,618,1409,52.5308177,13.3264507
2019,Mitte,10222,Moabit Ost,48,29,652,150,231,3672,27,240,350,96,39,16,555,96,555,1597,52.5370052,13.3509974
2019,Mitte,10331,Osloer Straße,61,30,727,168,214,2474,46,289,284,77,31,7,468,116,279,1457,52.5571597,13.3732715
2019,Mitte,10442,Wedding Zentrum,86,42,968,264,299,2883,43,442,310,113,37,14,759,190,573,1829,52.55598435,13.36393098
2019,Pankow,30101,Buch,9,5,243,57,91,742,17,78,118,8,26,6,259,51,38,439,52.6366724,13.4999292
2019,Pankow,30203,Buchholz,3,0,76,10,42,366,7,73,65,29,4,2,87,11,9,165,52.6105131,13.4281104
2019,Pankow,30304,Karow,4,4,81,9,41,369,6,53,93,47,6,4,101,30,21,176,52.6150868,13.4862758
2019,Pankow,30406,Pankow Zentrum,40,34,240,58,91,1572,47,146,502,58,13,3,311,88,41,659,52.5770168,13.40101573
2019,Pankow,30408,Pankow Süd,26,15,231,42,101,1093,73,160,352,46,18,7,298,89,46,627,52.5662347,13.415688
2019,Pankow,30509,Weißensee,16,9,348,73,137,1728,61,197,350,83,12,6,401,101,68,845,52.5546193,13.4630018
2019,Pankow,30612,Prenzlauer Berg Nord,22,9,209,39,78,1588,71,171,392,41,11,4,303,89,70,617,52.5481466,13.4165959
2019,Pankow,30613,Helmholtzplatz,11,8,179,41,52,891,28,60,228,59,8,2,309,132,35,484,52.5430211,13.41903262
2019,Pankow,30614,Prenzlauer Berg Ost,36,22,331,63,124,2111,76,182,319,72,23,7,496,179,92,828,52.5430767,13.4149784
2019,Pankow,39900,"Bezirk (Pk), nicht zuzuordnen",1,1,11,3,1,53,1,8,10,0,1,0,8,2,13,18,52.56049795,13.48790547
2019,Charlottenburg-Wilmersdorf,40101,Charlottenburg-Nord,35,10,316,84,110,1086,91,336,59,75,28,18,200,28,216,690,52.5405253,13.2962663
2019,Charlottenburg-Wilmersdorf,40202,Heerstrasse,16,13,188,49,51,677,24,146,46,81,4,3,176,63,43,384,52.5087199,13.2183525
2019,Charlottenburg-Wilmersdorf,40203,Westend,31,19,313,82,142,1899,52,315,205,122,17,11,325,44,45,821,52.5133992,13.2558416
2019,Charlottenburg-Wilmersdorf,40304,Schloß Charlottenburg,26,9,238,42,124,903,16,97,174,32,11,5,271,77,54,579,52.5206424,13.29271035
2019,Charlottenburg-Wilmersdorf,40305,Mierendorffplatz,26,11,165,37,72,767,27,143,100,23,14,8,199,33,48,458,52.5263437,13.3047721
2019,Charlottenburg-Wilmersdorf,40306,Otto-Suhr-Allee,31,16,441,106,139,1940,20,291,346,66,25,16,480,97,84,1060,52.5170866,13.3073288
2019,Charlottenburg-Wilmersdorf,40307,Neue Kantstraße,17,9,280,67,101,1249,47,202,247,74,12,7,225,26,71,660,52.5064735,13.2826329
2019,Charlottenburg-Wilmersdorf,40308,Kantstraße,23,10,330,72,118,2233,15,100,274,56,9,4,170,17,72,812,52.506563,13.3079489
2019,Charlottenburg-Wilmersdorf,40309,Kurfürstendamm,85,36,767,212,171,4001,25,286,220,57,11,5,381,101,234,1339,52.4996698,13.3057323
2019,Charlottenburg-Wilmersdorf,40310,Halensee,19,12,167,30,59,1101,25,149,160,56,8,6,167,14,30,502,52.4972262,13.2929986
2019,Charlottenburg-Wilmersdorf,40411,Grunewald,15,8,133,19,70,783,31,242,86,117,9,2,264,114,21,419,52.4873475,13.2637538
2019,Charlottenburg-Wilmersdorf,40412,Schmargendorf,9,7,84,13,38,676,29,144,93,70,8,3,117,22,16,252,52.4789022,13.2929962
2019,Charlottenburg-Wilmersdorf,40413,Wiesbadener Straße,7,6,82,16,30,763,38,99,191,39,7,1,138,18,20,308,52.4721226,13.3142591
2019,Charlottenburg-Wilmersdorf,40514,Düsseldorfer Straße,38,17,260,65,93,1686,67,314,290,83,24,11,357,119,80,807,52.4958905,13.3208664
2019,Charlottenburg-Wilmersdorf,40515,Barstraße,9,6,118,20,55,720,27,131,168,30,4,3,114,21,39,343,52.4875731,13.3138651
2019,Charlottenburg-Wilmersdorf,40516,Volkspark Wilmersdorf,26,16,229,47,91,2011,39,338,417,114,19,4,308,53,96,918,52.48338525,13.32550347
2019,Charlottenburg-Wilmersdorf,40617,Forst Grunewald,6,6,17,6,13,36,1,11,3,1,13,13,15,5,4,44,52.4927826,13.21100356
2019,Spandau,50101,Hakenfelde,12,4,165,35,63,813,41,173,64,31,26,16,229,13,26,476,52.5609908,13.1967693
2019,Spandau,50102,Falkenhagener Feld,20,11,399,74,162,1063,81,150,114,53,46,16,299,9,67,891,52.5524034,13.1668941
2019,Spandau,50103,Spandau Mitte,65,31,671,160,251,1940,47,247,167,35,28,16,529,48,266,1328,52.5310341,13.2145545
2019,Spandau,50204,Brunsbütteler Damm,14,3,169,41,73,839,51,125,121,25,17,6,207,10,18,438,52.5327519,13.1494034
2019,Spandau,50205,Heerstraße Nord,21,9,362,77,122,860,35,151,88,51,25,12,338,70,42,740,52.5216282,13.1630709
2019,Spandau,50206,Wilhelmstadt,39,20,601,150,202,2459,30,207,162,55,20,8,364,40,101,1148,52.5139207,13.1914518
2019,Spandau,50307,Haselhorst,18,7,150,33,78,693,49,127,52,21,14,10,108,9,39,337,52.5413233,13.231156
2019,Spandau,50308,Siemensstadt,13,8,128,25,45,662,44,130,96,38,8,5,130,33,34,330,52.5398082,13.2568934
2019,Spandau,50409,Gatow/Kladow,6,3,92,21,61,348,19,34,38,86,8,6,124,4,8,241,52.4785292,13.15745341
2019,Steglitz-Zehlendorf,60101,Schloßstr.,39,23,240,51,79,2281,41,155,388,65,41,5,248,45,70,587,52.461481,13.3250946
2019,Steglitz-Zehlendorf,60102,Albrechtstr.,35,23,274,49,128,1486,79,308,271,142,31,12,426,90,59,843,52.4564222,13.3227281
2019,Steglitz-Zehlendorf,60203,Lankwitz,19,9,354,60,132,1262,51,240,104,117,19,6,333,30,78,839,52.4336977,13.3454858
2019,Steglitz-Zehlendorf,60204,Ostpreußendamm,22,10,216,40,101,955,53,189,163,66,16,7,257,68,29,514,52.4212825,13.3109161
2019,Steglitz-Zehlendorf,60305,Teltower Damm,36,28,173,29,94,1170,23,204,376,50,12,2,242,32,51,449,52.4325566,13.2591755
2019,Steglitz-Zehlendorf,60306,Drakestr.,20,10,269,50,133,1475,52,289,288,94,19,7,316,35,44,676,52.4411757,13.2986611
2019,Steglitz-Zehlendorf,60407,Zehlendorf Südwest,15,10,145,40,81,906,38,157,160,95,31,19,411,241,36,389,52.45500135,13.30537223
2019,Steglitz-Zehlendorf,60408,Zehlendorf Nord,31,15,204,40,111,1782,65,379,390,148,24,13,475,215,43,567,52.45939305,13.2763732
2019,Tempelhof-Schöneberg,70101,Schöneberg-Nord,125,81,737,206,228,4691,39,383,642,113,32,18,672,233,413,2016,52.48301055,13.36895252
2019,Tempelhof-Schöneberg,70202,Schöneberg-Süd,43,24,606,142,209,3103,47,294,597,88,22,8,615,177,241,1632,52.4887863,13.34534357
2019,Tempelhof-Schöneberg,70303,Friedenau,27,16,271,51,121,2173,72,325,421,92,32,15,389,88,67,777,52.472075,13.3296424
2019,Tempelhof-Schöneberg,70404,Tempelhof,66,27,813,173,325,3816,116,698,407,173,47,19,869,254,287,2128,52.4632921,13.3864477
2019,Tempelhof-Schöneberg,70505,Mariendorf,40,21,332,68,258,1832,61,435,205,172,21,7,400,68,86,1080,52.44008,13.3900277
2019,Tempelhof-Schöneberg,70606,Marienfelde,16,9,260,67,102,947,48,191,107,46,23,10,251,40,41,557,52.4125766,13.3665916
2019,Tempelhof-Schöneberg,70707,Lichtenrade,33,22,329,54,129,1008,80,225,126,95,36,12,398,71,69,675,52.3934559,13.4020397
2019,Neukölln,80101,Schillerpromenade,62,33,472,173,124,1983,21,243,256,101,24,16,404,59,458,1138,52.4780914,13.4219833
2019,Neukölln,80103,Reuterstraße,77,47,604,203,187,3413,24,296,628,114,42,23,593,147,462,1717,52.4894355,13.4290032
2019,Neukölln,80104,Rixdorf,55,40,492,153,148,2341,18,293,465,92,23,16,548,90,346,1506,52.4740949,13.4456092
2019,Neukölln,80105,Köllnische Heide,24,8,221,56,98,1187,48,291,46,41,23,12,208,15,85,600,52.4696457,13.4679658
2019,Neukölln,80206,Britz,52,30,464,107,217,2094,69,463,195,191,25,12,514,63,145,1346,52.4483324,13.4423401
2019,Neukölln,80207,Buckow,24,14,222,42,119,567,29,155,39,49,13,6,324,10,51,678,52.4186619,13.4289504
2019,Neukölln,80308,Gropiusstadt,48,27,448,129,171,1683,45,334,105,72,21,7,368,30,47,1037,52.4249493,13.466183
2019,Neukölln,80409,Buckow Nord,11,5,82,19,42,366,11,81,32,30,5,3,83,4,11,216,52.4345646,13.467525
2019,Neukölln,80410,Rudow,25,16,303,65,134,898,75,209,93,129,14,11,314,15,45,696,52.4146801,13.4986183
2019,Treptow-Köpenick,90101,Alt-Treptow,32,21,203,60,61,1494,23,108,312,31,10,3,189,52,141,791,52.4925634,13.4598743
2019,Treptow-Köpenick,90102,Plänterwald,5,1,56,11,34,536,32,97,64,38,2,1,102,16,7,257,52.4795439,13.4788076
2019,Treptow-Köpenick,90103,Baumschulenweg,14,8,122,17,62,806,45,137,142,43,10,7,142,26,30,317,52.4616938,13.4815479
2019,Treptow-Köpenick,90104,Johannisthal,12,6,121,21,67,591,47,161,90,39,14,6,143,11,32,340,52.4459114,13.504547
2019,Treptow-Köpenick,90205,Oberschöneweide,10,4,335,76,96,1202,79,362,168,37,24,11,333,63,84,749,52.4624563,13.5234762
2019,Treptow-Köpenick,90206,Niederschöneweide,16,10,222,61,60,1042,30,83,172,20,9,4,251,106,48,418,52.4548197,13.5178766
2019,Treptow-Köpenick,90207,Adlershof,14,9,171,36,78,983,48,140,240,23,9,6,240,52,28,396,52.4378932,13.5475496
2019,Treptow-Köpenick,90309,Altglienicke,11,8,213,44,78,671,88,120,91,55,16,5,164,21,39,442,52.4118651,13.5425859
2019,Treptow-Köpenick,90310,Bohnsdorf,5,3,107,20,42,442,25,66,61,28,5,3,118,11,14,255,52.4022426,13.5706649
2019,Treptow-Köpenick,90311,Grünau,2,1,33,8,23,251,12,35,73,14,15,9,136,64,8,114,52.4154272,13.5805633
2019,Treptow-Köpenick,90413,Köpenick-Süd,3,2,46,5,14,176,9,37,26,29,18,12,59,7,8,113,52.4552462,13.57954668
2019,Treptow-Köpenick,90414,Allende-Viertel,1,0,75,17,20,355,20,53,87,5,8,5,94,15,18,172,52.44418545,13.5906322
2019,Treptow-Köpenick,90416,Müggelheim,1,1,21,7,9,86,4,11,14,5,11,10,48,10,11,53,52.4121651,13.6619543
2019,Treptow-Köpenick,90517,Friedrichshagen,12,7,135,33,27,560,40,65,182,15,19,4,176,48,16,236,52.4493804,13.6262724
2019,Treptow-Köpenick,90518,Rahnsdorf/Hessenwinkel,0,0,41,5,17,238,14,41,69,14,4,4,79,20,13,77,52.423057,13.7228907
2019,Treptow-Köpenick,90519,Dammvorstadt,19,14,206,60,46,756,21,72,154,11,8,3,161,36,65,373,52.4549323,13.5766447
2019,Treptow-Köpenick,90520,Köpenick-Nord,3,3,79,24,30,265,15,53,61,36,13,5,91,19,16,178,52.4657155,13.5748928
2019,Marzahn-Hellersdorf,100101,Marzahn-Nord,28,17,405,71,104,554,54,71,53,17,27,9,305,78,53,682,52.5700359,13.5712517
2019,Marzahn-Hellersdorf,100102,Marzahn-Mitte,56,41,712,171,190,1719,146,325,66,22,49,17,506,65,130,1271,52.5115216,13.5394521
2019,Marzahn-Hellersdorf,100103,Marzahn-Süd,33,19,402,87,122,1546,156,346,101,45,11,6,325,21,70,831,52.5219286,13.54347508
2019,Marzahn-Hellersdorf,100204,Hellersdorf-Nord,47,28,532,89,167,1607,61,176,96,29,50,23,531,65,112,1309,52.5211535,13.5889176
2019,Marzahn-Hellersdorf,100205,Hellersdorf-Ost,28,19,244,49,81,545,39,79,77,10,31,10,188,30,42,540,52.5372245,13.6188701
2019,Marzahn-Hellersdorf,100206,Hellersdorf-Süd,17,11,266,45,84,566,29,56,57,7,21,7,272,80,45,473,52.5219659,13.5876605
2019,Marzahn-Hellersdorf,100307,Biesdorf,17,9,204,38,77,1038,48,152,158,76,16,6,187,29,34,396,52.5109922,13.5550131
2019,Marzahn-Hellersdorf,100408,Kaulsdorf,8,4,113,21,39,517,24,81,98,40,14,7,137,17,18,225,52.5101316,13.5809901
2019,Marzahn-Hellersdorf,100409,Mahlsdorf,3,3,85,17,40,487,38,88,78,85,9,4,191,56,30,197,52.5086995,13.6131624
2019,Lichtenberg,110102,Neu-Hohenschönhausen Nord,11,6,346,63,107,547,52,78,53,17,29,11,254,24,68,637,52.5602964,13.527655
2019,Lichtenberg,110204,Alt-Hohenschönhausen Nord,17,9,197,41,64,891,35,136,62,35,7,6,173,13,26,469,52.5483391,13.5039694
2019,Lichtenberg,110306,Fennpfuhl,22,11,312,57,98,1056,60,185,133,45,25,10,358,58,45,686,52.5287849,13.4734687
2019,Lichtenberg,110307,Alt-Lichtenberg,74,54,553,126,149,2105,94,254,214,32,38,21,445,94,102,1115,52.5196723,13.4950457
2019,Lichtenberg,110308,Frankfurter Allee Süd,20,7,159,51,37,693,34,65,92,5,10,6,173,45,88,292,52.5101663,13.48068781
2019,Lichtenberg,110409,Neu Lichtenberg,32,21,349,89,117,1699,52,107,384,36,15,9,422,91,51,1036,52.5661794,13.5122261
2019,Lichtenberg,110410,Friedrichsfelde Nord,18,14,153,37,73,567,53,113,77,8,12,2,171,44,23,355,52.51512075,13.51647414
2019,Lichtenberg,110411,Friedrichsfelde Süd,14,9,187,41,61,908,56,139,116,50,13,6,253,35,38,500,52.5111232,13.53410889
2019,Lichtenberg,110512,Rummelsburger Bucht,4,3,58,14,20,332,11,55,99,12,9,6,80,28,11,147,52.493555,13.4809321
2019,Lichtenberg,110513,Karlshorst,6,6,117,26,49,720,38,112,171,73,8,4,131,24,13,288,52.4843399,13.5235848
2019,Lichtenberg,119900,"Bezirk (Lb), nicht zuzuordnen",3,3,7,1,4,28,0,1,6,0,0,0,5,0,1,17,52.5594816,13.51811848
2019,Reinickendorf,123021,MV 1 - Märkisches Viertel,42,22,491,123,187,1100,51,224,76,40,39,19,286,11,73,986,52.5993123,13.3565324
2012,Mitte,10114,Brunnenstraße Süd,52,25,254,60,66,1916,86,192,396,131,14,5,428,122,213,752,52.5178855,13.4040601
2012,Mitte,10332,Brunnenstraße Nord,145,71,675,192,191,2928,76,473,218,252,36,7,495,72,162,1532,52.5178855,13.4040601
2012,Mitte,10441,Parkviertel,109,48,783,211,318,2879,77,564,365,157,55,20,568,65,244,1794,52.5178855,13.4040601
2012,Mitte,19900,"Bezirk (Mi), nicht zuzuordnen",15,9,435,147,49,2487,6,45,31,0,5,0,263,140,35,587,52.5178855,13.4040601
2012,Friedrichshain-Kreuzberg,20101,Südliche Friedrichstadt,138,71,723,222,263,2928,52,500,321,219,46,13,700,102,351,1784,52.5011154,13.4442848
2012,Friedrichshain-Kreuzberg,20202,Tempelhofer Vorstadt,180,88,932,274,241,5170,90,595,913,390,58,21,915,194,397,2271,52.5011154,13.4442848
2012,Friedrichshain-Kreuzberg,20303,nördliche Luisenstadt,112,70,504,153,126,2330,24,186,311,115,31,10,456,82,168,1115,52.5011154,13.4442848
2012,Friedrichshain-Kreuzberg,20304,südliche Luisenstadt,109,82,395,138,101,1932,35,226,347,150,27,11,441,129,423,963,52.5011154,13.4442848
2012,Friedrichshain-Kreuzberg,20405,Karl-Marx-Allee-Nord,58,34,235,61,55,1242,71,206,185,56,15,5,356,46,23,625,52.5011154,13.4442848
2012,Friedrichshain-Kreuzberg,20407,Karl-Marx-Allee-Süd,86,57,471,123,105,2725,46,242,299,59,22,7,537,87,167,1040,52.5011154,13.4442848
2012,Friedrichshain-Kreuzberg,20506,Frankfurter Allee Nord,34,16,265,83,80,1528,55,117,286,59,48,15,534,84,50,824,52.5011154,13.4442848
2012,Friedrichshain-Kreuzberg,20508,Frankfurter Allee Süd FK,140,80,865,276,159,3588,62,291,616,166,67,22,1171,272,256,2086,52.5011154,13.4442848
2012,Friedrichshain-Kreuzberg,29900,"Bezirk (Fh-Kb), nicht zuzuordnen",11,6,223,53,23,607,1,17,7,0,0,1,389,315,18,293,52.5011154,13.4442848
2012,Pankow,30202,Blankenfelde/Niederschönhausen,12,4,136,27,54,782,37,179,148,69,26,14,215,31,11,337,52.5979174,13.435316
2012,Pankow,30307,Blankenburg/Heinersdorf/Märchenland,7,1,74,9,21,898,14,160,149,55,12,4,154,9,16,161,52.5979174,13.435316
2012,Pankow,30405,Schönholz/Wilhelmsruh/Rosenthal,23,10,79,24,26,599,17,138,111,82,7,1,143,19,20,229,52.5979174,13.435316
2012,Pankow,30510,Weißensee Ost,20,8,103,23,50,610,20,105,74,23,4,1,205,32,18,334,52.5979174,13.435316
2012,Pankow,30611,Prenzlauer Berg Nordwest,80,32,228,68,83,1716,95,176,406,78,19,8,339,113,85,766,52.5979174,13.435316
2012,Pankow,30715,Prenzlauer Berg Südwest,18,12,344,92,71,2016,52,223,381,149,10,2,536,192,34,996,52.5979174,13.435316
2012,Pankow,30716,Prenzlauer Berg Süd,16,6,166,30,81,1393,116,186,326,127,15,4,409,84,53,672,52.5979174,13.435316
2012,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",1,0,205,62,40,716,7,25,5,1,2,0,282,218,12,286,52.5078558,13.2639518
2012,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",1,0,47,8,12,271,1,9,10,0,4,2,220,167,0,64,52.535788,13.1977924
2012,Steglitz-Zehlendorf,69900,"Bezirk (St-Zd), nicht zuzuordnen",1,0,39,16,13,244,4,15,18,1,0,0,224,171,3,64,52.4187324,13.1964052
2012,Tempelhof-Schöneberg,79900,"Bezirk (Th-Sb), nicht zuzuordnen",5,2,106,26,22,357,2,5,8,0,0,0,145,105,27,144,52.4404422,13.38828872
2012,Neukölln,80102,Neuköllner Mitte/Zentrum,138,55,944,290,288,4181,41,314,175,201,67,24,821,157,154,2164,52.4811497,13.4353501
2012,Neukölln,89900,"Bezirk (Nk), nicht zuzuordnen",2,3,56,23,19,210,2,21,3,0,1,1,58,36,3,100,52.4811497,13.4353501
2012,Treptow-Köpenick,90208,Köllnische Vorstadt/Spindlersfeld,9,2,122,29,30,389,11,44,74,14,15,2,191,56,17,265,52.417893,13.6001848
2012,Treptow-Köpenick,90312,Schmöckwitz/Karolinenhof/Rauchfangswerder,0,0,13,3,3,146,2,53,4,14,3,3,31,9,0,24,52.417893,13.6001848
2012,Treptow-Köpenick,90415,Altstadt-Kietz,4,0,75,15,21,224,5,27,57,5,5,3,123,37,10,173,52.417893,13.6001848
2012,Treptow-Köpenick,99900,"Bezirk (Tp-Kp), nicht zuzuordnen",3,1,104,36,23,320,2,26,14,0,3,3,376,293,7,161,52.4567544,13.57921479
2012,Lichtenberg,110101,"Malchow, Wartenberg und Falkenberg",2,1,26,4,20,178,3,21,11,10,11,5,54,13,5,55,52.5015541,13.53126736
2012,Lichtenberg,110103,Neu-Hohenschönhausen Süd,30,12,330,84,81,1027,42,128,99,30,20,3,290,35,21,718,52.5015541,13.53126736
2012,Reinickendorf,122311,Nord 1 - Frohnau/Hermsdorf,20,8,116,30,72,1059,50,293,250,155,7,4,250,57,40,340,52.58014885,13.31638601
2012,Reinickendorf,123022,MV 2 - Rollbergsiedlung,9,2,103,21,32,429,8,75,30,29,7,1,101,10,18,229,52.5715004,13.3809904
2013,Mitte,10114,Brunnenstraße Süd,41,14,226,51,68,2503,101,244,358,137,8,3,366,134,92,1003,52.5178855,13.4040601
2013,Mitte,10332,Brunnenstraße Nord,126,58,667,164,200,3248,102,521,269,196,36,13,454,84,299,1597,52.5178855,13.4040601
2013,Mitte,10441,Parkviertel,87,38,712,206,269,2924,74,566,290,154,32,16,541,81,236,1722,52.5178855,13.4040601
2013,Mitte,19900,"Bezirk (Mi), nicht zuzuordnen",9,5,403,94,64,2136,4,43,14,0,6,4,251,158,3,521,52.5178855,13.4040601
2013,Friedrichshain-Kreuzberg,20101,Südliche Friedrichstadt,125,76,693,185,243,3394,57,700,345,186,45,15,639,84,265,1703,52.5011154,13.4442848
2013,Friedrichshain-Kreuzberg,20202,Tempelhofer Vorstadt,143,81,869,242,282,5097,142,618,935,338,35,14,805,187,352,2051,52.5011154,13.4442848
2013,Friedrichshain-Kreuzberg,20303,nördliche Luisenstadt,140,108,556,192,115,2805,38,165,351,103,27,4,510,120,208,1202,52.5011154,13.4442848
2013,Friedrichshain-Kreuzberg,20304,südliche Luisenstadt,210,169,562,199,90,2474,66,169,371,119,32,13,468,137,767,1239,52.5011154,13.4442848
2013,Friedrichshain-Kreuzberg,20405,Karl-Marx-Allee-Nord,31,18,214,63,66,1361,62,189,184,56,14,2,255,27,27,634,52.5011154,13.4442848
2013,Friedrichshain-Kreuzberg,20407,Karl-Marx-Allee-Süd,87,62,492,144,107,2844,53,304,267,68,15,3,530,117,219,1172,52.5011154,13.4442848
2013,Friedrichshain-Kreuzberg,20506,Frankfurter Allee Nord,33,19,298,71,77,1769,82,150,395,76,33,13,440,55,64,862,52.5011154,13.4442848
2013,Friedrichshain-Kreuzberg,20508,Frankfurter Allee Süd FK,124,80,897,297,156,4070,96,333,660,144,61,26,1270,308,468,2148,52.5011154,13.4442848
2013,Friedrichshain-Kreuzberg,29900,"Bezirk (Fh-Kb), nicht zuzuordnen",13,9,211,44,32,660,6,8,7,0,3,0,177,133,21,278,52.5011154,13.4442848
2013,Pankow,30202,Blankenfelde/Niederschönhausen,16,4,126,28,80,894,35,274,168,62,21,8,180,34,15,386,52.5979174,13.435316
2013,Pankow,30307,Blankenburg/Heinersdorf/Märchenland,6,1,66,12,38,824,34,217,121,63,10,7,119,7,14,197,52.5979174,13.435316
2013,Pankow,30405,Schönholz/Wilhelmsruh/Rosenthal,15,8,60,13,38,604,13,131,126,67,6,3,80,16,10,193,52.5979174,13.435316
2013,Pankow,30510,Weißensee Ost,11,8,146,25,47,626,22,147,61,26,28,22,132,18,32,334,52.5979174,13.435316
2013,Pankow,30611,Prenzlauer Berg Nordwest,51,31,208,62,59,1718,94,184,407,67,12,6,325,78,69,683,52.5979174,13.435316
2013,Pankow,30715,Prenzlauer Berg Südwest,29,12,325,86,56,2201,87,218,349,118,16,9,403,130,45,907,52.5979174,13.435316
2013,Pankow,30716,Prenzlauer Berg Süd,17,9,154,33,76,1633,131,256,394,87,17,6,327,70,47,686,52.5979174,13.435316
2013,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",1,0,182,57,33,694,3,16,0,0,1,1,254,215,5,237,52.5078558,13.2639518
2013,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",2,1,36,6,11,244,4,11,7,1,3,1,150,119,3,53,52.535788,13.1977924
2013,Steglitz-Zehlendorf,69900,"Bezirk (St-Zd), nicht zuzuordnen",1,1,44,8,26,214,3,7,2,0,2,1,209,169,2,68,52.4187324,13.1964052
2013,Tempelhof-Schöneberg,79900,"Bezirk (Th-Sb), nicht zuzuordnen",2,2,69,14,22,375,0,7,7,1,1,1,105,68,6,105,52.4404422,13.38828872
2013,Neukölln,80102,Neuköllner Mitte/Zentrum,135,69,843,237,248,4367,58,437,226,175,39,19,618,109,200,2048,52.4811497,13.4353501
2013,Neukölln,89900,"Bezirk (Nk), nicht zuzuordnen",5,4,57,17,11,230,2,16,0,0,0,0,52,39,10,77,52.4811497,13.4353501
2013,Treptow-Köpenick,90208,Köllnische Vorstadt/Spindlersfeld,10,5,143,35,41,327,20,54,75,13,20,14,202,64,20,316,52.417893,13.6001848
2013,Treptow-Köpenick,90312,Schmöckwitz/Karolinenhof/Rauchfangswerder,1,0,21,3,12,171,4,82,3,13,2,2,27,2,0,43,52.417893,13.6001848
2013,Treptow-Köpenick,90415,Altstadt-Kietz,7,2,94,15,24,220,7,28,61,9,3,1,88,16,5,199,52.417893,13.6001848
2013,Treptow-Köpenick,99900,"Bezirk (Tp-Kp), nicht zuzuordnen",3,1,80,25,17,275,5,29,5,1,2,2,278,221,11,106,52.4567544,13.57921479
2013,Lichtenberg,110101,"Malchow, Wartenberg und Falkenberg",2,0,23,3,12,246,4,41,8,35,5,4,29,3,5,52,52.5015541,13.53126736
2013,Lichtenberg,110103,Neu-Hohenschönhausen Süd,32,8,287,49,64,980,62,130,78,40,21,6,274,30,40,643,52.5015541,13.53126736
2013,Reinickendorf,122311,Nord 1 - Frohnau/Hermsdorf,25,9,117,23,49,1180,41,391,273,205,7,1,227,49,19,334,52.58014885,13.31638601
2013,Reinickendorf,123022,MV 2 - Rollbergsiedlung,14,9,85,21,39,487,6,82,26,36,6,4,116,15,14,223,52.5715004,13.3809904
2014,Mitte,10114,Brunnenstraße Süd,34,16,180,31,68,2248,56,230,488,127,6,1,356,132,79,771,52.5178855,13.4040601
2014,Mitte,10332,Brunnenstraße Nord,107,47,648,167,217,3183,69,407,384,178,48,19,532,92,302,1574,52.5178855,13.4040601
2014,Mitte,10441,Parkviertel,89,46,652,151,240,3372,58,461,353,176,28,8,473,52,192,1687,52.5178855,13.4040601
2014,Mitte,19900,"Bezirk (Mi), nicht zuzuordnen",81,54,64,28,60,1515,27,341,209,5,15,7,58,0,157,306,52.5178855,13.4040601
2014,Friedrichshain-Kreuzberg,20101,Südliche Friedrichstadt,119,80,675,194,224,3951,53,825,463,162,45,14,600,90,218,1563,52.5011154,13.4442848
2014,Friedrichshain-Kreuzberg,20202,Tempelhofer Vorstadt,128,60,986,264,262,5460,97,545,1010,230,54,18,854,212,226,2047,52.5011154,13.4442848
2014,Friedrichshain-Kreuzberg,20303,nördliche Luisenstadt,125,86,566,214,128,3197,26,185,398,97,40,13,462,132,405,1153,52.5011154,13.4442848
2014,Friedrichshain-Kreuzberg,20304,südliche Luisenstadt,171,132,583,271,117,2814,31,213,373,82,57,18,508,165,996,1231,52.5011154,13.4442848
2014,Friedrichshain-Kreuzberg,20405,Karl-Marx-Allee-Nord,30,20,187,43,72,1462,66,272,223,72,18,6,265,34,27,631,52.5011154,13.4442848
2014,Friedrichshain-Kreuzberg,20407,Karl-Marx-Allee-Süd,88,57,524,144,109,3300,42,302,352,46,18,6,515,87,291,1054,52.5011154,13.4442848
