Year,District,Code,Location,Robbery,Street_robbery,Injury,Agg_assault,Threat,Theft,Car,From_car,Bike,Burglary,Fire,Arson,Damage,Graffiti,Drugs,Local,Latitude,Longitude
2014,Friedrichshain-Kreuzberg,20506,Frankfurter Allee Nord,16,9,300,65,91,2095,72,194,469,71,30,10,562,77,62,998,52.5011154,13.4442848
2014,Friedrichshain-Kreuzberg,20508,Frankfurter Allee Süd FK,162,116,880,287,163,5162,71,358,849,143,44,19,1184,218,665,2099,52.5011154,13.4442848
2014,Friedrichshain-Kreuzberg,29900,"Bezirk (Fh-Kb), nicht zuzuordnen",101,90,65,37,46,1352,27,213,198,1,8,5,84,0,149,306,52.5011154,13.4442848
2014,Pankow,30202,Blankenfelde/Niederschönhausen,7,2,120,30,59,759,23,168,124,85,14,4,144,22,13,321,52.5979174,13.435316
2014,Pankow,30307,Blankenburg/Heinersdorf/Märchenland,8,1,80,17,48,839,17,135,105,53,7,7,112,8,7,201,52.5979174,13.435316
2014,Pankow,30405,Schönholz/Wilhelmsruh/Rosenthal,9,3,56,6,38,622,19,111,100,67,5,0,117,20,14,217,52.5979174,13.435316
2014,Pankow,30510,Weißensee Ost,5,4,146,27,53,591,26,132,80,36,8,2,180,32,24,326,52.5979174,13.435316
2014,Pankow,30611,Prenzlauer Berg Nordwest,38,22,224,61,56,1935,51,234,507,45,12,4,319,90,76,760,52.5979174,13.435316
2014,Pankow,30715,Prenzlauer Berg Südwest,24,13,319,95,56,2267,62,192,426,187,8,2,351,110,31,934,52.5979174,13.435316
2014,Pankow,30716,Prenzlauer Berg Süd,13,7,145,28,49,1697,100,229,380,137,13,6,321,73,29,738,52.5979174,13.435316
2014,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",41,31,0,0,50,668,66,349,102,0,8,2,0,0,75,135,52.5078558,13.2639518
2014,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",28,23,45,15,38,317,18,116,46,0,2,0,35,0,45,165,52.535788,13.1977924
2014,Steglitz-Zehlendorf,69900,"Bezirk (St-Zd), nicht zuzuordnen",10,8,26,4,30,291,11,100,76,1,2,2,0,0,36,101,52.4187324,13.1964052
2014,Tempelhof-Schöneberg,79900,"Bezirk (Th-Sb), nicht zuzuordnen",44,35,27,0,36,640,19,167,102,0,7,1,39,0,39,155,52.4404422,13.38828872
2014,Neukölln,80102,Neuköllner Mitte/Zentrum,93,46,773,243,252,4450,60,553,247,154,36,10,615,113,176,1717,52.4811497,13.4353501
2014,Neukölln,89900,"Bezirk (Nk), nicht zuzuordnen",44,36,84,20,65,687,20,164,51,1,2,1,46,0,41,231,52.4811497,13.4353501
2014,Treptow-Köpenick,90208,Köllnische Vorstadt/Spindlersfeld,5,5,117,19,36,379,27,68,78,13,3,1,101,18,20,276,52.417893,13.6001848
2014,Treptow-Köpenick,90312,Schmöckwitz/Karolinenhof/Rauchfangswerder,1,1,19,2,6,176,3,53,6,13,1,0,23,0,2,42,52.417893,13.6001848
2014,Treptow-Köpenick,90415,Altstadt-Kietz,2,1,84,9,22,255,11,59,53,7,11,6,90,8,3,181,52.417893,13.6001848
2014,Treptow-Köpenick,99900,"Bezirk (Tp-Kp), nicht zuzuordnen",25,21,10,7,33,348,25,186,84,1,9,7,0,0,20,143,52.4567544,13.57921479
2014,Lichtenberg,110101,"Malchow, Wartenberg und Falkenberg",1,1,15,0,11,217,4,36,9,16,5,1,43,6,4,44,52.5015541,13.53126736
2014,Lichtenberg,110103,Neu-Hohenschönhausen Süd,31,22,324,65,78,962,63,106,114,23,9,3,184,27,48,634,52.5015541,13.53126736
2014,Reinickendorf,122311,Nord 1 - Frohnau/Hermsdorf,18,13,107,26,46,1124,59,363,192,242,14,7,170,20,33,286,52.58014885,13.31638601
2014,Reinickendorf,123022,MV 2 - Rollbergsiedlung,16,6,79,12,36,387,8,78,31,25,10,5,109,28,13,206,52.5715004,13.3809904
2015,Mitte,10114,Brunnenstraße Süd,29,13,204,40,61,2419,61,231,418,108,9,6,346,116,72,862,52.5178855,13.4040601
2015,Mitte,10332,Brunnenstraße Nord,85,37,562,145,196,2912,66,409,405,113,23,10,480,86,272,1239,52.5178855,13.4040601
2015,Mitte,10441,Parkviertel,83,45,677,177,214,3582,55,537,343,126,31,16,491,88,198,1493,52.5178855,13.4040601
2015,Mitte,19900,"Bezirk (Mi), nicht zuzuordnen",82,63,189,62,62,1969,36,382,186,2,15,8,149,47,94,431,52.5178855,13.4040601
2015,Friedrichshain-Kreuzberg,20101,Südliche Friedrichstadt,125,61,659,187,221,4574,59,861,439,152,31,10,650,99,415,1581,52.5011154,13.4442848
2015,Friedrichshain-Kreuzberg,20202,Tempelhofer Vorstadt,113,50,812,200,204,6665,140,735,1209,240,37,18,783,170,360,1861,52.5011154,13.4442848
2015,Friedrichshain-Kreuzberg,20303,nördliche Luisenstadt,143,72,633,224,109,3683,36,276,376,86,31,10,464,126,540,1178,52.5011154,13.4442848
2015,Friedrichshain-Kreuzberg,20304,südliche Luisenstadt,167,106,469,189,141,3384,50,304,411,85,26,12,442,158,1949,1092,52.5011154,13.4442848
2015,Friedrichshain-Kreuzberg,20405,Karl-Marx-Allee-Nord,34,18,149,45,47,1449,49,197,233,76,10,3,215,55,36,674,52.5011154,13.4442848
2015,Friedrichshain-Kreuzberg,20407,Karl-Marx-Allee-Süd,126,82,518,145,104,3492,28,237,301,44,14,7,463,141,438,1104,52.5011154,13.4442848
2015,Friedrichshain-Kreuzberg,20506,Frankfurter Allee Nord,28,15,320,95,78,2113,53,134,396,60,39,18,554,135,71,1069,52.5011154,13.4442848
2015,Friedrichshain-Kreuzberg,20508,Frankfurter Allee Süd FK,196,100,999,360,160,5581,65,383,692,121,35,13,1023,378,1468,2287,52.5011154,13.4442848
2015,Friedrichshain-Kreuzberg,29900,"Bezirk (Fh-Kb), nicht zuzuordnen",95,77,149,55,42,1904,33,198,158,2,5,2,129,30,294,377,52.5011154,13.4442848
2015,Pankow,30202,Blankenfelde/Niederschönhausen,7,1,113,21,56,729,20,198,117,67,14,4,145,39,18,288,52.5979174,13.435316
2015,Pankow,30307,Blankenburg/Heinersdorf/Märchenland,8,1,96,25,38,783,15,125,127,62,5,3,94,9,6,188,52.5979174,13.435316
2015,Pankow,30405,Schönholz/Wilhelmsruh/Rosenthal,6,1,56,7,31,566,21,156,74,67,9,4,108,20,8,173,52.5979174,13.435316
2015,Pankow,30510,Weißensee Ost,6,2,135,25,45,713,25,136,84,46,9,3,167,45,33,361,52.5979174,13.435316
2015,Pankow,30611,Prenzlauer Berg Nordwest,39,20,188,53,47,2277,38,209,413,58,21,10,309,114,68,1133,52.5979174,13.435316
2015,Pankow,30715,Prenzlauer Berg Südwest,17,9,285,80,51,2519,59,217,388,116,10,4,396,136,46,1200,52.5979174,13.435316
2015,Pankow,30716,Prenzlauer Berg Süd,13,8,144,34,52,2374,79,327,351,96,14,10,334,104,16,1246,52.5979174,13.435316
2015,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",40,32,33,14,52,757,51,265,133,0,1,2,45,12,37,161,52.5078558,13.2639518
2015,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",13,12,54,20,31,406,24,102,21,1,1,0,48,3,52,133,52.535788,13.1977924
2015,Steglitz-Zehlendorf,69900,"Bezirk (St-Zd), nicht zuzuordnen",14,6,37,3,36,379,15,77,115,2,4,2,42,8,26,99,52.4187324,13.1964052
2015,Tempelhof-Schöneberg,79900,"Bezirk (Th-Sb), nicht zuzuordnen",32,25,72,21,54,865,19,140,133,0,1,1,83,20,30,204,52.4404422,13.38828872
2015,Neukölln,80102,Neuköllner Mitte/Zentrum,91,41,767,242,218,4733,56,413,341,157,30,11,653,96,205,1743,52.4811497,13.4353501
2015,Neukölln,89900,"Bezirk (Nk), nicht zuzuordnen",35,30,69,20,37,782,24,132,57,0,6,0,49,6,30,171,52.4811497,13.4353501
2015,Treptow-Köpenick,90208,Köllnische Vorstadt/Spindlersfeld,3,2,100,23,31,317,17,36,74,10,4,3,99,23,20,233,52.417893,13.6001848
2015,Treptow-Köpenick,90312,Schmöckwitz/Karolinenhof/Rauchfangswerder,0,0,21,5,6,128,4,25,9,38,2,2,30,2,1,46,52.417893,13.6001848
2015,Treptow-Köpenick,90415,Altstadt-Kietz,0,0,99,21,33,233,5,37,57,5,10,7,84,7,13,190,52.417893,13.6001848
2015,Treptow-Köpenick,99900,"Bezirk (Tp-Kp), nicht zuzuordnen",11,7,35,5,21,443,15,139,101,1,9,4,72,13,20,102,52.4567544,13.57921479
2015,Lichtenberg,110101,"Malchow, Wartenberg und Falkenberg",4,2,29,4,9,145,3,17,17,11,2,1,27,3,3,55,52.5015541,13.53126736
2015,Lichtenberg,110103,Neu-Hohenschönhausen Süd,18,5,282,61,64,916,64,114,90,38,15,4,175,15,35,558,52.5015541,13.53126736
2015,Reinickendorf,122311,Nord 1 - Frohnau/Hermsdorf,27,14,115,21,55,1016,36,325,183,191,5,3,190,27,30,306,52.58014885,13.31638601
2015,Reinickendorf,123022,MV 2 - Rollbergsiedlung,22,7,112,21,55,415,15,81,25,29,3,3,256,191,16,225,52.5715004,13.3809904
2016,Mitte,10114,Brunnenstraße Süd,34,23,251,52,79,2631,65,239,541,91,19,7,399,171,67,831,52.5178855,13.4040601
2016,Mitte,10332,Brunnenstraße Nord,81,42,601,179,184,3139,72,445,346,141,35,8,532,131,236,1299,52.5178855,13.4040601
2016,Mitte,10441,Parkviertel,64,32,686,172,222,3774,63,557,367,120,20,11,597,105,205,1711,52.5178855,13.4040601
2016,Mitte,19900,"Bezirk (Mi), nicht zuzuordnen",91,77,310,95,83,3736,31,340,216,0,8,5,167,32,113,609,52.5178855,13.4040601
2016,Friedrichshain-Kreuzberg,20101,Südliche Friedrichstadt,192,114,689,230,199,4851,67,776,587,136,44,11,671,114,749,1646,52.5011154,13.4442848
2016,Friedrichshain-Kreuzberg,20202,Tempelhofer Vorstadt,114,60,792,231,237,6237,130,708,1155,204,55,31,901,187,284,1947,52.5011154,13.4442848
2016,Friedrichshain-Kreuzberg,20303,nördliche Luisenstadt,125,78,559,234,104,3295,24,274,359,63,25,7,528,162,608,1024,52.5011154,13.4442848
2016,Friedrichshain-Kreuzberg,20304,südliche Luisenstadt,137,90,435,158,90,2537,30,248,360,61,29,9,532,190,1078,935,52.5011154,13.4442848
2016,Friedrichshain-Kreuzberg,20405,Karl-Marx-Allee-Nord,31,15,223,51,58,1568,67,213,265,78,17,10,298,71,28,821,52.5011154,13.4442848
2016,Friedrichshain-Kreuzberg,20407,Karl-Marx-Allee-Süd,108,72,524,161,95,3281,47,236,411,61,15,4,454,123,421,1333,52.5011154,13.4442848
2016,Friedrichshain-Kreuzberg,20506,Frankfurter Allee Nord,30,12,308,84,97,2150,34,195,508,63,54,15,618,128,143,1054,52.5011154,13.4442848
2016,Friedrichshain-Kreuzberg,20508,Frankfurter Allee Süd FK,129,69,899,249,158,4589,56,309,810,108,50,23,1164,416,956,2271,52.5011154,13.4442848
2016,Friedrichshain-Kreuzberg,29900,"Bezirk (Fh-Kb), nicht zuzuordnen",81,64,130,55,46,1476,20,197,191,1,5,4,128,24,164,337,52.5011154,13.4442848
2016,Pankow,30202,Blankenfelde/Niederschönhausen,7,0,151,27,61,784,25,139,132,91,15,9,174,35,27,373,52.5979174,13.435316
2016,Pankow,30307,Blankenburg/Heinersdorf/Märchenland,4,3,64,17,35,813,19,111,101,76,14,5,94,12,6,160,52.5979174,13.435316
2016,Pankow,30405,Schönholz/Wilhelmsruh/Rosenthal,8,3,72,14,25,519,16,110,75,64,7,5,94,20,8,186,52.5979174,13.435316
2016,Pankow,30510,Weißensee Ost,9,1,119,18,46,667,31,122,76,37,15,7,181,50,33,358,52.5979174,13.435316
2016,Pankow,30611,Prenzlauer Berg Nordwest,33,19,229,59,82,2404,65,204,488,87,11,3,333,107,83,1138,52.5979174,13.435316
2016,Pankow,30715,Prenzlauer Berg Südwest,25,9,327,93,89,2569,66,233,535,114,15,5,372,158,28,993,52.5979174,13.435316
2016,Pankow,30716,Prenzlauer Berg Süd,19,8,157,33,44,1730,85,271,442,97,13,4,372,117,39,739,52.5979174,13.435316
2016,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",34,30,112,32,71,1178,53,256,88,0,6,3,116,11,32,294,52.5078558,13.2639518
2016,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",20,20,53,20,36,391,16,103,22,1,4,4,51,5,22,143,52.535788,13.1977924
2016,Steglitz-Zehlendorf,69900,"Bezirk (St-Zd), nicht zuzuordnen",11,7,34,6,27,509,16,87,128,2,13,8,69,7,12,114,52.4187324,13.1964052
2016,Tempelhof-Schöneberg,79900,"Bezirk (Th-Sb), nicht zuzuordnen",34,30,67,15,50,826,37,124,147,0,13,5,96,19,37,205,52.4404422,13.38828872
2016,Neukölln,80102,Neuköllner Mitte/Zentrum,114,56,755,241,198,4823,56,387,377,124,33,14,637,88,174,1796,52.4811497,13.4353501
2016,Neukölln,89900,"Bezirk (Nk), nicht zuzuordnen",28,21,84,35,63,818,25,155,46,0,8,4,55,6,42,198,52.4811497,13.4353501
2016,Treptow-Köpenick,90208,Köllnische Vorstadt/Spindlersfeld,4,2,111,16,30,385,30,58,81,15,4,1,109,19,12,247,52.417893,13.6001848
2016,Treptow-Köpenick,90312,Schmöckwitz/Karolinenhof/Rauchfangswerder,0,0,19,2,4,115,6,17,7,24,1,1,13,1,1,29,52.417893,13.6001848
2016,Treptow-Köpenick,90415,Altstadt-Kietz,2,2,117,25,38,246,9,26,79,8,1,1,105,22,14,239,52.417893,13.6001848
2016,Treptow-Köpenick,99900,"Bezirk (Tp-Kp), nicht zuzuordnen",10,9,85,19,35,552,27,124,124,0,10,5,88,18,23,169,52.4567544,13.57921479
2016,Lichtenberg,110101,"Malchow, Wartenberg und Falkenberg",0,0,38,13,16,175,5,15,13,17,2,2,31,10,2,68,52.5015541,13.53126736
2016,Lichtenberg,110103,Neu-Hohenschönhausen Süd,19,11,327,63,79,965,60,152,88,19,18,4,233,27,42,646,52.5015541,13.53126736
2016,Reinickendorf,122311,Nord 1 - Frohnau/Hermsdorf,17,8,108,28,44,1028,37,176,252,276,15,4,199,35,56,282,52.58014885,13.31638601
2016,Reinickendorf,123022,MV 2 - Rollbergsiedlung,13,7,83,24,52,421,14,69,17,35,7,1,245,151,31,231,52.5715004,13.3809904
2017,Mitte,10114,Brunnenstraße Süd,38,18,256,62,64,2277,35,290,462,77,17,11,449,195,81,886,52.5178855,13.4040601
2017,Mitte,10332,Brunnenstraße Nord,58,29,659,178,234,3069,76,417,346,94,34,13,542,204,197,1337,52.5178855,13.4040601
2017,Mitte,10441,Parkviertel,83,45,755,159,259,2863,52,484,287,129,26,12,506,130,200,1566,52.5178855,13.4040601
2017,Mitte,19900,"Bezirk (Mi), nicht zuzuordnen",69,59,284,105,85,2565,40,344,175,0,8,1,176,32,155,623,52.5178855,13.4040601
2017,Friedrichshain-Kreuzberg,20101,Südliche Friedrichstadt,115,61,692,233,223,3953,49,611,454,82,42,18,640,121,1003,1524,52.5011154,13.4442848
2017,Friedrichshain-Kreuzberg,20202,Tempelhofer Vorstadt,96,50,773,241,243,5745,114,751,1288,110,13,7,754,145,247,1808,52.5011154,13.4442848
2017,Friedrichshain-Kreuzberg,20303,nördliche Luisenstadt,78,54,511,183,114,2632,22,232,294,42,22,2,403,121,683,963,52.5011154,13.4442848
2017,Friedrichshain-Kreuzberg,20304,südliche Luisenstadt,96,64,393,162,84,2095,31,225,412,60,24,9,458,179,781,897,52.5011154,13.4442848
2017,Friedrichshain-Kreuzberg,20405,Karl-Marx-Allee-Nord,21,14,171,47,60,1304,42,240,262,78,10,8,276,91,25,512,52.5011154,13.4442848
2017,Friedrichshain-Kreuzberg,20407,Karl-Marx-Allee-Süd,65,45,639,220,108,2802,50,239,295,54,10,6,472,143,595,1117,52.5011154,13.4442848
2017,Friedrichshain-Kreuzberg,20506,Frankfurter Allee Nord,26,12,320,101,76,1894,29,184,377,56,28,11,516,137,126,860,52.5011154,13.4442848
2017,Friedrichshain-Kreuzberg,20508,Frankfurter Allee Süd FK,74,47,902,353,186,3733,55,332,597,129,29,6,1017,371,949,2026,52.5011154,13.4442848
2017,Friedrichshain-Kreuzberg,29900,"Bezirk (Fh-Kb), nicht zuzuordnen",37,27,135,49,45,1050,21,167,140,0,1,1,93,16,132,281,52.5011154,13.4442848
2017,Pankow,30202,Blankenfelde/Niederschönhausen,5,1,108,25,41,711,20,174,109,49,6,3,157,47,10,282,52.5979174,13.435316
2017,Pankow,30307,Blankenburg/Heinersdorf/Märchenland,7,2,118,32,33,655,20,72,110,53,14,8,98,27,11,200,52.5979174,13.435316
2017,Pankow,30405,Schönholz/Wilhelmsruh/Rosenthal,12,7,55,12,27,480,13,120,58,63,2,1,93,15,5,172,52.5979174,13.435316
2017,Pankow,30510,Weißensee Ost,12,7,149,22,50,593,19,115,106,18,14,5,157,34,37,335,52.5979174,13.435316
2017,Pankow,30611,Prenzlauer Berg Nordwest,29,11,254,92,65,1873,34,169,417,41,11,7,301,127,118,787,52.5979174,13.435316
2017,Pankow,30715,Prenzlauer Berg Südwest,21,5,352,103,67,1997,39,318,356,80,13,3,368,133,50,791,52.5979174,13.435316
2017,Pankow,30716,Prenzlauer Berg Süd,17,9,167,39,65,1461,47,284,352,55,18,8,359,167,33,582,52.5979174,13.435316
2017,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",27,20,131,28,61,940,54,254,106,0,2,0,119,7,43,318,52.5078558,13.2639518
2017,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",10,8,54,15,48,358,22,98,43,1,2,2,60,7,21,144,52.535788,13.1977924
2017,Steglitz-Zehlendorf,69900,"Bezirk (St-Zd), nicht zuzuordnen",4,3,53,10,35,404,9,90,92,0,19,15,66,9,22,127,52.4187324,13.1964052
2017,Tempelhof-Schöneberg,79900,"Bezirk (Th-Sb), nicht zuzuordnen",12,10,48,16,35,661,31,147,87,0,8,1,57,5,33,130,52.4404422,13.38828872
2017,Neukölln,80102,Neuköllner Mitte/Zentrum,86,37,779,232,215,4598,79,559,357,108,45,21,667,82,225,1862,52.4811497,13.4353501
2017,Neukölln,89900,"Bezirk (Nk), nicht zuzuordnen",28,22,81,30,47,739,26,143,63,0,4,2,68,4,47,213,52.4811497,13.4353501
2017,Treptow-Köpenick,90208,Köllnische Vorstadt/Spindlersfeld,5,4,120,25,31,313,13,92,52,9,2,0,113,23,22,239,52.417893,13.6001848
2017,Treptow-Köpenick,90312,Schmöckwitz/Karolinenhof/Rauchfangswerder,1,0,14,5,8,69,4,14,11,5,1,0,29,11,1,30,52.417893,13.6001848
2017,Treptow-Köpenick,90415,Altstadt-Kietz,5,5,109,12,28,193,9,35,50,4,4,3,106,12,19,210,52.417893,13.6001848
2017,Treptow-Köpenick,99900,"Bezirk (Tp-Kp), nicht zuzuordnen",20,11,84,26,33,483,45,121,94,1,4,2,83,14,25,172,52.4567544,13.57921479
2017,Lichtenberg,110101,"Malchow, Wartenberg und Falkenberg",1,0,25,4,10,117,0,17,11,23,4,2,23,6,2,44,52.5015541,13.53126736
2017,Lichtenberg,110103,Neu-Hohenschönhausen Süd,23,15,295,69,63,979,62,160,122,25,11,4,195,42,45,599,52.5015541,13.53126736
2017,Reinickendorf,122311,Nord 1 - Frohnau/Hermsdorf,10,9,136,24,58,918,42,226,202,178,12,3,196,59,34,301,52.58014885,13.31638601
2017,Reinickendorf,123022,MV 2 - Rollbergsiedlung,9,4,85,20,40,333,4,78,17,21,6,2,143,65,15,185,52.5715004,13.3809904
2018,Mitte,10114,Brunnenstraße Süd,26,14,286,60,69,1817,47,153,314,56,9,6,442,218,69,690,52.5178855,13.4040601
2018,Mitte,10332,Brunnenstraße Nord,68,41,642,170,224,2536,65,343,273,87,28,6,551,187,387,1303,52.5178855,13.4040601
2018,Mitte,10441,Parkviertel,55,26,754,183,243,2690,62,442,363,88,30,9,562,113,125,1511,52.5178855,13.4040601
2018,Mitte,19900,"Bezirk (Mi), nicht zuzuordnen",51,42,250,74,88,2226,26,258,159,0,4,3,166,25,175,592,52.5178855,13.4040601
2018,Friedrichshain-Kreuzberg,20101,Südliche Friedrichstadt,99,56,628,179,207,3646,55,588,445,114,36,10,564,102,798,1526,52.5011154,13.4442848
2018,Friedrichshain-Kreuzberg,20202,Tempelhofer Vorstadt,95,54,819,269,239,5959,90,742,1216,139,46,14,785,163,310,2142,52.5011154,13.4442848
2018,Friedrichshain-Kreuzberg,20303,nördliche Luisenstadt,71,49,483,183,105,2190,23,218,293,84,24,3,380,106,522,948,52.5011154,13.4442848
2018,Friedrichshain-Kreuzberg,20304,südliche Luisenstadt,104,80,452,183,101,2031,32,190,468,63,16,4,376,114,934,993,52.5011154,13.4442848
2018,Friedrichshain-Kreuzberg,20405,Karl-Marx-Allee-Nord,17,7,197,45,77,1174,40,184,244,46,5,3,256,51,40,500,52.5011154,13.4442848
2018,Friedrichshain-Kreuzberg,20407,Karl-Marx-Allee-Süd,82,63,690,227,109,2913,28,249,358,35,18,10,441,110,664,1180,52.5011154,13.4442848
2018,Friedrichshain-Kreuzberg,20506,Frankfurter Allee Nord,24,13,389,120,97,1792,37,149,394,48,16,5,534,136,92,805,52.5011154,13.4442848
2018,Friedrichshain-Kreuzberg,20508,Frankfurter Allee Süd FK,95,64,943,332,176,3622,35,315,714,103,30,10,1017,334,1122,1875,52.5011154,13.4442848
2018,Friedrichshain-Kreuzberg,29900,"Bezirk (Fh-Kb), nicht zuzuordnen",45,40,138,49,34,1057,16,146,121,0,5,1,114,13,143,293,52.5011154,13.4442848
2018,Pankow,30202,Blankenfelde/Niederschönhausen,10,6,124,15,46,800,28,134,200,40,8,4,153,20,16,309,52.5979174,13.435316
2018,Pankow,30307,Blankenburg/Heinersdorf/Märchenland,7,4,94,21,36,693,20,107,102,59,8,2,131,31,12,185,52.5979174,13.435316
2018,Pankow,30405,Schönholz/Wilhelmsruh/Rosenthal,10,6,77,20,30,450,20,114,50,48,11,3,98,15,14,169,52.5979174,13.435316
2018,Pankow,30510,Weißensee Ost,11,5,124,25,45,536,31,73,86,24,12,5,150,22,42,280,52.5979174,13.435316
2018,Pankow,30611,Prenzlauer Berg Nordwest,47,24,293,109,77,1468,39,109,365,39,12,4,292,113,175,648,52.5979174,13.435316
2018,Pankow,30715,Prenzlauer Berg Südwest,22,14,340,75,71,1774,29,184,378,57,8,1,343,92,47,729,52.5979174,13.435316
2018,Pankow,30716,Prenzlauer Berg Süd,14,8,157,36,51,1218,61,167,318,55,9,3,267,86,39,504,52.5979174,13.435316
2018,Charlottenburg-Wilmersdorf,49900,"Bezirk (Ch-Wi), nicht zuzuordnen",29,26,102,31,57,749,47,183,89,0,7,4,78,10,53,238,52.5078558,13.2639518
2018,Spandau,59900,"Bezirk (Sp), nicht zuzuordnen",20,18,64,22,40,364,17,127,45,0,6,4,70,6,26,165,52.535788,13.1977924
2018,Steglitz-Zehlendorf,69900,"Bezirk (St-Zd), nicht zuzuordnen",7,5,42,11,31,366,9,90,81,0,3,1,46,8,27,103,52.4187324,13.1964052
2018,Tempelhof-Schöneberg,79900,"Bezirk (Th-Sb), nicht zuzuordnen",21,17,84,20,47,692,18,126,103,0,2,1,58,7,35,194,52.4404422,13.38828872
2018,Neukölln,80102,Neuköllner Mitte/Zentrum,106,56,703,214,182,4453,49,526,376,67,33,16,589,62,332,1537,52.4811497,13.4353501
2018,Neukölln,89900,"Bezirk (Nk), nicht zuzuordnen",24,23,81,34,45,632,10,144,38,2,6,2,62,8,56,199,52.4811497,13.4353501
2018,Treptow-Köpenick,90208,Köllnische Vorstadt/Spindlersfeld,9,3,112,21,40,324,15,57,76,13,6,2,114,29,35,227,52.417893,13.6001848
2018,Treptow-Köpenick,90312,Schmöckwitz/Karolinenhof/Rauchfangswerder,0,0,17,1,3,74,3,15,12,8,4,2,21,2,3,37,52.417893,13.6001848
2018,Treptow-Köpenick,90415,Altstadt-Kietz,2,1,120,29,30,211,7,24,59,1,3,1,98,18,21,207,52.417893,13.6001848
2018,Treptow-Köpenick,99900,"Bezirk (Tp-Kp), nicht zuzuordnen",19,18,86,24,58,460,29,113,87,1,11,7,82,19,15,213,52.4567544,13.57921479
2018,Lichtenberg,110101,"Malchow, Wartenberg und Falkenberg",3,2,34,6,10,105,4,7,13,27,6,2,33,5,2,63,52.5015541,13.53126736
2018,Lichtenberg,110103,Neu-Hohenschönhausen Süd,24,16,358,79,83,944,51,182,105,30,17,5,282,30,44,716,52.5015541,13.53126736
2018,Reinickendorf,122311,Nord 1 - Frohnau/Hermsdorf,13,3,136,29,57,989,52,347,187,160,13,7,203,31,32,338,52.58014885,13.31638601
2018,Reinickendorf,123022,MV 2 - Rollbergsiedlung,5,2,102,21,51,298,7,54,24,19,2,0,107,29,18,204,52.5715004,13.3809904
2019,Mitte,10114,Brunnenstraße Süd,40,29,268,64,79,1859,39,182,361,64,18,7,424,172,86,902,52.5178855,13.4040601
2019,Mitte,10332,Brunnenstraße Nord,62,42,692,201,209,2537,58,400,328,75,30,10,589,223,415,1399,52.5178855,13.4040601
2019,Mitte,10441,Parkviertel,64,45,699,159,218,2779,50,492,260,113,33,13,540,86,156,1490,52.5178855,13.4040601
2019,Mitte,19900,"Bezirk (Mi), nicht zuzuordnen",5,4,19,7,5,94,0,6,10,0,0,0,15,7,17,34,52.5178855,13.4040601
2019,Friedrichshain-Kreuzberg,20101,Südliche Friedrichstadt,125,70,716,200,255,3973,43,447,483,105,41,17,656,103,622,1858,52.5011154,13.4442848
2019,Friedrichshain-Kreuzberg,20202,Tempelhofer Vorstadt,119,82,872,283,271,5797,113,525,1182,113,55,23,1320,530,527,2119,52.5011154,13.4442848
2019,Friedrichshain-Kreuzberg,20303,nördliche Luisenstadt,94,67,524,215,99,2509,27,238,300,48,26,8,407,84,493,1103,52.5011154,13.4442848
2019,Friedrichshain-Kreuzberg,20304,südliche Luisenstadt,182,150,530,251,125,2343,37,219,440,52,44,15,519,104,1310,1316,52.5011154,13.4442848
2019,Friedrichshain-Kreuzberg,20405,Karl-Marx-Allee-Nord,38,26,225,58,61,1260,50,132,222,45,8,5,298,59,58,634,52.5011154,13.4442848
2019,Friedrichshain-Kreuzberg,20407,Karl-Marx-Allee-Süd,98,74,787,281,160,3618,36,215,334,33,20,9,480,120,770,1573,52.5011154,13.4442848
2019,Friedrichshain-Kreuzberg,20506,Frankfurter Allee Nord,30,16,376,109,96,1839,33,84,353,49,48,9,604,118,121,1212,52.5011154,13.4442848
2019,Friedrichshain-Kreuzberg,20508,Frankfurter Allee Süd FK,132,92,972,353,168,4273,48,259,775,68,39,15,1062,335,1322,2606,52.5011154,13.4442848
2019,Friedrichshain-Kreuzberg,29900,"Bezirk (Fh-Kb), nicht zuzuordnen",2,2,4,2,2,38,0,1,5,0,1,1,3,1,9,10,52.5011154,13.4442848
2019,Pankow,30202,Blankenfelde/Niederschönhausen,7,5,106,14,59,671,31,133,151,62,15,7,208,32,22,336,52.5979174,13.435316
2019,Pankow,30307,Blankenburg/Heinersdorf/Märchenland,6,4,107,22,48,702,23,115,151,45,9,4,181,40,24,230,52.5979174,13.435316
2019,Pankow,30405,Schönholz/Wilhelmsruh/Rosenthal,11,8,81,9,33,536,19,122,51,94,11,5,121,18,8,253,52.5979174,13.435316
2019,Pankow,30510,Weißensee Ost,10,4,146,28,53,589,31,107,92,30,9,4,184,34,51,399,52.5979174,13.435316
2019,Pankow,30611,Prenzlauer Berg Nordwest,36,25,252,65,70,1391,42,94,380,38,15,2,294,90,154,621,52.5979174,13.435316
